src,ein,legal_name,address,postcode,borough,latitude,longitude
,132903183,"Green Guerillas, Inc.",232 E 11th Street,10003,MANHATTAN,40.730817,-73.987433
,132903183,"Green Guerillas, Inc.",677 Lafayette Ave,11216,BROOKLYN ,40.690411,-73.946769
,132903183,"Green Guerillas, Inc.",232 East 11th St,10003,MANHATTAN,40.730817,-73.987433
,132997301,St Lukes-Roosevelt Hospital Center Center for Comprehensive Care,Center for Comprehensive Care,10025-1716,,,
,132997301,St Lukes-Roosevelt Hospital Center Center for Comprehensive Care,411 W114 Street,10025,MANHATTAN,40.804891,-73.960498
,133098397,Neighborhood Housing Services Of New York City Inc.,1012 Gates Avenue,11221,BROOKLYN ,40.689338,-73.923346
,133098397,"Neighborhood Housing Services of East Flatbush, Inc.",1012 Gates Avenue,11221,BROOKLYN ,40.689338,-73.923346
,133098397,Neighborhood Housing Services of Bedford-Stuyvesant Inc.,1012 Gates Avenue,11221,BROOKLYN ,40.689338,-73.923346
,133098397,"Neighborhood Housing Services of East Flatbush, Inc.",2806 Church Avenue,11226,BROOKLYN ,40.650723,-73.951068
,133098397,"Neighborhood Housing Services of East Flatbush, Inc.",1012 Gates Avenue,11221,BROOKLYN ,40.689338,-73.923346
,133098397,Neighborhood Housing Services of Northern Queens,60-20 Woodside Avenue,11377-3541,,,
,133130146,"Gay Men's Health Crisis, Inc",446 W 33rd Street,10001,MANHATTAN,40.753552,-73.998784
,133130146,"Gay Men's Health Crisis, Inc",446 W 33rd Street,10001,MANHATTAN,40.753552,-73.998784
,133130146,"Gay Men's Health Crisis, Inc",446 W 33rd Street,10001,MANHATTAN,40.753552,-73.998784
,133130146,"Gay Men's Health Crisis, Inc.",446 W 33Rd Street,10001,MANHATTAN,40.753552,-73.998784
,133130146,"Gay Men's Health Crisis, Inc.",446 W 33Rd Street,10001,MANHATTAN,40.753552,-73.998784
,133323168,"Caribbean Women's Health Association, Inc.",3512 Church Avenue,11203,BROOKLYN ,40.651069,-73.944541
,133323168,"Caribbean Women's Health Association, Inc.",3512 Church Ave,11203-2804,,,
,133323168,"Caribbean Women's Health Association, Inc.",3512 Church Avenue,11203,BROOKLYN ,40.651069,-73.944541
,133363579,"Doing Art Together, Inc.",127 West 127th Street Rm 107  109,10027,MANHATTAN,40.809488,-73.945496
,133363579,"Doing Art Together, Inc.",127 West 127th Street,10027-3723,,,
,133442022,Urban Justice Center,123 William St,10038,MANHATTAN,40.709112,-74.006889
,133442022,Urban Justice Center,123 William Street 16th Floor,10038,MANHATTAN,40.709112,-74.006889
,133442022,Urban Justice Center,123 William Street,10038,MANHATTAN,40.709112,-74.006889
,133442022,Urban Justice Center,123 William Street,10038,MANHATTAN,40.709112,-74.006889
,133442022,Urban Justice Center,123 William Street,10038,MANHATTAN,40.709112,-74.006889
,133442022,Urban Justice Center,123 William Street,10038,MANHATTAN,40.709112,-74.006889
,133442022,Urban Justice Center,123 William Street,10038,MANHATTAN,40.709112,-74.006889
,133442022,Urban Justice Center,123 William Street,10038,MANHATTAN,40.709112,-74.006889
,133442022,Urban Justice Center,123 William St,10038,MANHATTAN,40.709112,-74.006889
,133442022,Urban Justice Center,123 William Street 16th Floor,,,,
,133442022,Urban Justice Center,123 William St 16th Floor,10038,MANHATTAN,40.709112,-74.006889
,133442022,Urban Justice Center,123 William Street 16th Floor,,,,
,133442022,Urban Justice Center,123 William St 16th Floor,10038,MANHATTAN,40.709112,-74.006889
,133442022,Urban Justice Center,123 William Street 16th Floor,10038-3804,,,
,133530299,"Comunilife, Inc.",214 W 29th Street,10001,MANHATTAN,40.748148,-73.993623
,133530299,"Comunilife, Inc.",214 W 29th Street,10001,MANHATTAN,40.748148,-73.993623
,133530299,"Comunilife, Inc.",214 W 29th Street 8th Floor,10001,MANHATTAN,40.748148,-73.993623
,133530299,Comunilife Inc,219 W 29th Street 8th Floor,10001,MANHATTAN,40.748194,-73.993695
,133530299,"Comunilife, Inc.",214 W 29th Street,10001,MANHATTAN,40.748148,-73.993623
,133857387,"Brotherhood/Sister Sol, The",512 West 143Rd Street,10031,MANHATTAN,40.824482,-73.949867
,133857387,"BrotherhoodSister Sol Inc., The",512 West 143rd Street,10031,MANHATTAN,40.824482,-73.949867
,133888641,"Jazz at Lincoln Center, Inc.",33 West 60th Street 11th Fl,10023,MANHATTAN,40.769303,-73.983003
,133888641,"Jazz at Lincoln Center, Inc.",33 West 60th Steet,10023-7905,,,
,133888641,"Jazz at Lincoln Center, Inc.",33 West 60th Street 11th Fl,10023,MANHATTAN,40.769303,-73.983003
,133888641,"Jazz at Lincoln Center, Inc.",33 West 60th Street 11th Fl,10023,MANHATTAN,40.769303,-73.983003
,133893536,Hunter College - Sophie Davis School of Biomedical Education,695 Park Avenue,10065,MANHATTAN,40.768973,-73.965367
,133893536,Sophie Davis School of Biomedical Education,160 Convent Avenue,10031,MANHATTAN,40.819196,-73.950221
,133893536,Sophie Davis School of Biomedical Education City College of New York,160 Convent Avenue,10031,MANHATTAN,40.819196,-73.950221
,133912967,West Harlem Community Preservation Organization,502 West 142Nd Street,10031-6163,,,
,133912967,West Harlem Community Preservation Organization,502 West 142nd Street,10031-6163,,,
,133912967,West Harlem Community Preservation Organization,240 West 116th Street,10026,MANHATTAN,40.803758,-73.953827
,134091062,"Reading Excellence and Discovery (READ Foundation, Inc.",80 Maiden Lane - 11th Floor,10038,,,
,134091062,"Reading Excellence and Discovery (READ Foundation, Inc.)",80 Maiden Lane,10038,MANHATTAN,40.707116,-74.007329
,134091062,"Reading Excellence and Discovery (READ Foundation, Inc.)",80 Maiden Lane - 11th Floor,10038,,,
,134091062,"Reading Excellence and Discovery (READ Foundation, Inc.)",80 Maiden Lane - 11th Floor,10038,,,
,134091062,"Reading Excellence and Discovery (READ Foundation, Inc.)",80 Maiden Lane - 11th Floor,10038,,,
,134091062,"Reading Excellence and Discovery (READ Foundation, Inc.)",80 Maiden Lane - 11th Floor,10038,,,
,136202692,"Chinese American Planning Council, Inc.",70 Mulberry Street 1F,10013,MANHATTAN,40.716092,-73.999203
,136202692,"Chinese American Planning Council, Inc.",4101 8th Avenue 4th FL,11232,BROOKLYN ,40.64607,-73.998544
,136202692,"Chinese American Planning Council, Inc.",150 Elizabeth St,10012,MANHATTAN,40.7203,-73.995083
,136202692,"Chinese American Planning Council, Inc.",150 Elizabeth Street,10012,MANHATTAN,40.7203,-73.995083
,136202692,"Chinese American Planning Council, Inc.",4101 8th Avenue 4th Fl,11232,BROOKLYN ,40.64607,-73.998544
,136202692,"Chinese American Planning Council, Inc.",150 Elizabeth St,10012,MANHATTAN,40.7203,-73.995083
,136202692,"Chinese American Planning Council, Inc.",150 Elizabeth Street,10012,MANHATTAN,40.7203,-73.995083
,136202692,"Chinese American Planning Council, Inc.",150 Elizabeth St,10012,MANHATTAN,40.7203,-73.995083
,136202692,"Chinese American Planning Council, Inc.",150 Elizabeth St,10012,MANHATTAN,40.7203,-73.995083
,136202692,"Chinese American Planning Council, Inc.",150 Elizabeth Street,10012,MANHATTAN,40.7203,-73.995083
,136202692,"Chinese American Planning Council, Inc.",136-18 39 Ave 8th floor,11354,QUEENS   ,40.76033,-73.829831
,136400571,New York City Housing Authority,,,,,
,136400571,International Tower Senior Center,90-20 170th STREET,11432,QUEENS   ,40.708578,-73.790579
,136400571,New York City Housing Authority,4-05 Astoria Blvd,11102,QUEENS   ,40.772947,-73.933467
,136400571,New York City Housing Authority,Community Operations,10003,,,
,160743902,American Cancer Society,173 Old Town Road,10305,STATEN IS,40.596005,-74.087544
,160743902,American Cancer Society,173 Old Town Road,10305,STATEN IS,40.596005,-74.087544
,160743902,American Cancer Society,41-60 Main Street Suite 307,11355,QUEENS   ,40.756477,-73.828725
,200092728,Families United for Racial and Economic Equality (FUREE),81 Willoughby Street 701,11201-5233,,,
,200092728,Families United for Racial and Economic Equality (FUREE),81 Willoughby St 701,11201,BROOKLYN ,40.692184,-73.985753
,200092728,Families United for Racial and Economic Equality (FUREE),81 Willoughby St 701,11201,BROOKLYN ,40.692184,-73.985753
,200367608,ISSUE Project Room Inc.,232 3Rd Street 3Rd Floor,11215,BROOKLYN ,40.674909,-73.987671
,200367608,"ISSUE Project Room, Inc.",232 3rd Street 3rd Floor,11215,BROOKLYN ,40.674909,-73.987671
,203042280,Reach for the Stars Learning Center,103 Quentin Road,11223,BROOKLYN ,40.605547,-73.982753
,203042280,Reach for the Stars Learning Center,103 Quentin Road,11223,BROOKLYN ,40.605547,-73.982753
,203042280,Reach for the Stars Learning Center,103 Quintin Road,11229,,,
,203296091,"Marcus Garvey Park Alliance, Inc.",144 West 120th Street,10027,MANHATTAN,40.805131,-73.949127
,203296091,"Marcus Garvey Park Alliance, Inc.",18 Mt Morris Park West,10027,MANHATTAN,40.804822,-73.945457
,237259702,"Maspeth Town Hall, Inc.",53-37 72nd Street,11378,QUEENS   ,40.730174,-73.892364
,237259702,"Maspeth Town Hall, Inc.",53-37  72nd Street,11370,QUEENS   ,40.730174,-73.892364
,237259702,"Maspeth Town Hall, Inc.",53-37  72nd Street,11370,QUEENS   ,40.730174,-73.892364
,237401867,"InterSchool Orchestras of New York, Inc.",1556 third Avenue 601,10128,MANHATTAN,40.779761,-73.953313
,237401867,InterSchool Orchestras of New York Inc.,1556 Third Avenue,10128,MANHATTAN,40.779761,-73.953313
,237442256,"New York Junior Tennis League, Inc.",58-12 Queens Blvd Suite 1,11377,QUEENS   ,40.741828,-73.907281
,237442256,"New York Junior Tennis League, Inc.",58-12 Queens Blvd Suite 1,11377,QUEENS   ,40.741828,-73.907281
,237442256,"New York Junior Tennis League, Inc.",58-12 Queens Blvd Suite 1,11377,QUEENS   ,40.741828,-73.907281
,237442256,"New York Junior Tennis League, Inc.",58-12 Queens Blvd Suite 1,11377,QUEENS   ,40.741828,-73.907281
,237442256,"New York Junior Tennis League, Inc.",58-12 Queens Blvd Suite 1,11377,QUEENS   ,40.741828,-73.907281
,237442256,"New York Junior Tennis League, Inc.",58-12 Queens Blvd Suite 1,11377,QUEENS   ,40.741828,-73.907281
,237442256,"New York Junior Tennis League, Inc.",58-12 Queens Blvd Suite 1,11377,QUEENS   ,40.741828,-73.907281
