tid,attribute,correct_val
15,HospitalOwner,government - hospital district or authority
15,HospitalType,acute care hospitals
15,PhoneNumber,2563864556
15,ProviderNumber,10019
15,State,al
15,Stateavg,al_ami-8a
15,ZipCode,35660
15,a,a
16,Address1,1300 south montgomery avenue
16,City,sheffield
16,CountyName,jefferson
16,HospitalName,helen keller memorial hospital
16,HospitalOwner,government - hospital district or authority
16,HospitalType,acute care hospitals
16,PhoneNumber,2563864556
16,ProviderNumber,10019
16,State,al
16,Stateavg,al_hf-1
16,ZipCode,35660
16,a,a
17,Address1,1300 south montgomery avenue
17,City,sheffield
17,CountyName,jefferson
17,HospitalName,helen keller memorial hospital
17,HospitalOwner,government - hospital district or authority
17,HospitalType,acute care hospitals
17,PhoneNumber,2563864556
17,ProviderNumber,10019
17,State,al
17,Stateavg,al_hf-2
17,ZipCode,35660
17,a,a
18,Address1,1300 south montgomery avenue
18,City,sheffield
18,CountyName,jefferson
18,HospitalName,helen keller memorial hospital
18,HospitalOwner,government - hospital district or authority
18,HospitalType,acute care hospitals
18,PhoneNumber,2563864556
18,ProviderNumber,10019
18,State,al
18,Stateavg,al_hf-3
18,ZipCode,35660
18,a,a
19,Address1,1300 south montgomery avenue
19,City,sheffield
19,CountyName,jefferson
19,HospitalName,helen keller memorial hospital
19,HospitalOwner,government - hospital district or authority
19,HospitalType,acute care hospitals
19,PhoneNumber,2563864556
19,ProviderNumber,10019
19,State,al
19,Stateavg,al_hf-4
19,ZipCode,35660
19,a,a
20,Address1,1108 ross clark circle
20,City,dothan
20,CountyName,houston
20,HospitalName,southeast alabama medical center
20,HospitalOwner,government - hospital district or authority
20,HospitalType,acute care hospitals
20,PhoneNumber,3347938701
20,ProviderNumber,10001
20,State,al
20,Stateavg,al_ami-1
20,ZipCode,36302
20,a,a
21,Address1,1108 ross clark circle
21,City,dothan
21,CountyName,houston
21,HospitalName,southeast alabama medical center
21,HospitalOwner,government - hospital district or authority
21,HospitalType,acute care hospitals
21,PhoneNumber,3347938701
21,ProviderNumber,10001
21,State,al
21,Stateavg,al_ami-2
21,ZipCode,36302
21,a,a
22,Address1,1108 ross clark circle
22,City,dothan
22,CountyName,houston
22,HospitalName,southeast alabama medical center
22,HospitalOwner,government - hospital district or authority
22,HospitalType,acute care hospitals
22,PhoneNumber,3347938701
22,ProviderNumber,10001
22,State,al
22,Stateavg,al_ami-3
22,ZipCode,36302
22,a,a
23,Address1,1108 ross clark circle
23,City,dothan
23,CountyName,houston
23,HospitalName,southeast alabama medical center
23,HospitalOwner,government - hospital district or authority
23,HospitalType,acute care hospitals
23,PhoneNumber,3347938701
23,ProviderNumber,10001
23,State,al
23,Stateavg,al_ami-4
23,ZipCode,36302
23,a,a
24,Address1,1108 ross clark circle
24,City,dothan
24,CountyName,houston
24,HospitalName,southeast alabama medical center
24,HospitalOwner,government - hospital district or authority
24,HospitalType,acute care hospitals
24,PhoneNumber,3347938701
24,ProviderNumber,10001
24,State,al
24,Stateavg,al_ami-5
24,ZipCode,36302
24,a,a
25,Address1,1108 ross clark circle
25,City,dothan
25,CountyName,houston
25,HospitalName,southeast alabama medical center
25,HospitalOwner,government - hospital district or authority
25,HospitalType,acute care hospitals
25,PhoneNumber,3347938701
25,ProviderNumber,10001
25,State,al
25,Stateavg,al_ami-7a
25,ZipCode,36302
25,a,a
26,Address1,1108 ross clark circle
26,City,dothan
26,CountyName,houston
26,HospitalName,southeast alabama medical center
26,HospitalOwner,government - hospital district or authority
26,HospitalType,acute care hospitals
26,PhoneNumber,3347938701
26,ProviderNumber,10001
26,State,al
26,Stateavg,al_ami-8a
26,ZipCode,36302
26,a,a
27,Address1,1108 ross clark circle
27,City,dothan
27,CountyName,houston
27,HospitalName,southeast alabama medical center
27,HospitalOwner,government - hospital district or authority
27,HospitalType,acute care hospitals
27,PhoneNumber,3347938701
27,ProviderNumber,10001
27,State,al
27,Stateavg,al_hf-1
27,ZipCode,36302
27,a,a
28,Address1,1108 ross clark circle
28,City,dothan
28,CountyName,houston
28,HospitalName,southeast alabama medical center
28,HospitalOwner,government - hospital district or authority
28,HospitalType,acute care hospitals
28,PhoneNumber,3347938701
28,ProviderNumber,10001
28,State,al
28,Stateavg,al_hf-2
28,ZipCode,36302
28,a,a
29,Address1,1108 ross clark circle
29,City,dothan
29,CountyName,houston
29,HospitalName,southeast alabama medical center
29,HospitalOwner,government - hospital district or authority
29,HospitalType,acute care hospitals
29,PhoneNumber,3347938701
29,ProviderNumber,10001
29,State,al
29,Stateavg,al_hf-3
29,ZipCode,36302
29,a,a
30,Address1,1108 ross clark circle
30,City,dothan
30,CountyName,houston
30,HospitalName,southeast alabama medical center
30,HospitalOwner,government - hospital district or authority
30,HospitalType,acute care hospitals
30,PhoneNumber,3347938701
30,ProviderNumber,10001
30,State,al
30,Stateavg,al_hf-4
30,ZipCode,36302
30,a,a
31,Address1,1108 ross clark circle
31,City,dothan
31,CountyName,houston
31,HospitalName,southeast alabama medical center
31,HospitalOwner,government - hospital district or authority
31,HospitalType,acute care hospitals
31,PhoneNumber,3347938701
31,ProviderNumber,10001
31,State,al
31,Stateavg,al_pn-2
31,ZipCode,36302
31,a,a
32,Address1,1108 ross clark circle
32,City,dothan
32,CountyName,houston
32,HospitalName,southeast alabama medical center
32,HospitalOwner,government - hospital district or authority
32,HospitalType,acute care hospitals
32,PhoneNumber,3347938701
32,ProviderNumber,10001
32,State,al
32,Stateavg,al_pn-3b
32,ZipCode,36302
32,a,a
33,Address1,1108 ross clark circle
33,City,dothan
33,CountyName,houston
33,HospitalName,southeast alabama medical center
33,HospitalOwner,government - hospital district or authority
33,HospitalType,acute care hospitals
33,PhoneNumber,3347938701
33,ProviderNumber,10001
33,State,al
33,Stateavg,al_pn-4
33,ZipCode,36302
33,a,a
34,Address1,1108 ross clark circle
34,City,dothan
34,CountyName,houston
34,HospitalName,southeast alabama medical center
34,HospitalOwner,government - hospital district or authority
34,HospitalType,acute care hospitals
34,PhoneNumber,3347938701
34,ProviderNumber,10001
34,State,al
34,Stateavg,al_pn-5c
34,ZipCode,36302
34,a,a
35,Address1,1108 ross clark circle
35,City,dothan
35,CountyName,houston
35,HospitalName,southeast alabama medical center
35,HospitalOwner,government - hospital district or authority
35,HospitalType,acute care hospitals
35,PhoneNumber,3347938701
35,ProviderNumber,10001
35,State,al
35,Stateavg,al_pn-6
35,ZipCode,36302
35,a,a
36,Address1,1108 ross clark circle
36,City,dothan
36,CountyName,houston
36,HospitalName,southeast alabama medical center
36,HospitalOwner,government - hospital district or authority
36,HospitalType,acute care hospitals
36,PhoneNumber,3347938701
36,ProviderNumber,10001
36,State,al
36,Stateavg,al_pn-7
36,ZipCode,36302
36,a,a
37,Address1,1108 ross clark circle
37,City,dothan
37,CountyName,houston
37,HospitalName,southeast alabama medical center
37,HospitalOwner,government - hospital district or authority
37,HospitalType,acute care hospitals
37,PhoneNumber,3347938701
37,ProviderNumber,10001
37,State,al
37,Stateavg,al_scip-card-2
37,ZipCode,36302
37,a,a
38,Address1,1108 ross clark circle
38,City,dothan
38,CountyName,houston
38,HospitalName,southeast alabama medical center
38,HospitalOwner,government - hospital district or authority
38,HospitalType,acute care hospitals
38,PhoneNumber,3347938701
38,ProviderNumber,10001
38,State,al
38,Stateavg,al_scip-inf-1
38,ZipCode,36302
38,a,a
39,Address1,1108 ross clark circle
39,City,dothan
39,CountyName,houston
39,HospitalName,southeast alabama medical center
39,HospitalOwner,government - hospital district or authority
39,HospitalType,acute care hospitals
39,PhoneNumber,3347938701
39,ProviderNumber,10001
39,State,al
39,Stateavg,al_scip-inf-2
39,ZipCode,36302
39,a,a
40,Address1,1108 ross clark circle
40,City,dothan
40,CountyName,houston
40,HospitalName,southeast alabama medical center
40,HospitalOwner,government - hospital district or authority
40,HospitalType,acute care hospitals
40,PhoneNumber,3347938701
40,ProviderNumber,10001
40,State,al
40,Stateavg,al_scip-inf-3
40,ZipCode,36302
40,a,a
41,Address1,1108 ross clark circle
41,City,dothan
41,CountyName,houston
41,HospitalName,southeast alabama medical center
41,HospitalOwner,government - hospital district or authority
41,HospitalType,acute care hospitals
41,PhoneNumber,3347938701
41,ProviderNumber,10001
41,State,al
41,Stateavg,al_scip-inf-4
41,ZipCode,36302
41,a,a
42,Address1,1108 ross clark circle
42,City,dothan
42,CountyName,houston
42,HospitalName,southeast alabama medical center
42,HospitalOwner,government - hospital district or authority
42,HospitalType,acute care hospitals
42,PhoneNumber,3347938701
42,ProviderNumber,10001
42,State,al
42,Stateavg,al_scip-inf-6
42,ZipCode,36302
42,a,a
43,Address1,1108 ross clark circle
43,City,dothan
43,CountyName,houston
43,HospitalName,southeast alabama medical center
43,HospitalOwner,government - hospital district or authority
43,HospitalType,acute care hospitals
43,PhoneNumber,3347938701
43,ProviderNumber,10001
43,State,al
43,Stateavg,al_scip-vte-1
43,ZipCode,36302
43,a,a
44,Address1,1108 ross clark circle
44,City,dothan
44,CountyName,houston
44,HospitalName,southeast alabama medical center
44,HospitalOwner,government - hospital district or authority
44,HospitalType,acute care hospitals
44,PhoneNumber,3347938701
44,ProviderNumber,10001
44,State,al
44,Stateavg,al_scip-vte-2
44,ZipCode,36302
44,a,a
45,Address1,2505 u s highway 431 north
45,City,boaz
45,CountyName,marshall
45,HospitalName,marshall medical center south
45,HospitalOwner,government - hospital district or authority
45,HospitalType,acute care hospitals
45,PhoneNumber,2565938310
45,ProviderNumber,10005
45,State,al
45,Stateavg,al_ami-1
45,ZipCode,35957
45,a,a
46,Address1,2505 u s highway 431 north
46,City,boaz
46,CountyName,marshall
46,HospitalName,marshall medical center south
46,HospitalOwner,government - hospital district or authority
46,HospitalType,acute care hospitals
46,PhoneNumber,2565938310
46,ProviderNumber,10005
46,State,al
46,Stateavg,al_ami-2
46,ZipCode,35957
46,a,a
47,Address1,2505 u s highway 431 north
47,City,boaz
47,CountyName,marshall
47,HospitalName,marshall medical center south
47,HospitalOwner,government - hospital district or authority
47,HospitalType,acute care hospitals
47,PhoneNumber,2565938310
47,ProviderNumber,10005
47,State,al
47,Stateavg,al_ami-3
47,ZipCode,35957
47,a,a
48,Address1,2505 u s highway 431 north
48,City,boaz
48,CountyName,marshall
48,HospitalName,marshall medical center south
48,HospitalOwner,government - hospital district or authority
48,HospitalType,acute care hospitals
48,PhoneNumber,2565938310
48,ProviderNumber,10005
48,State,al
48,Stateavg,al_ami-4
48,ZipCode,35957
48,a,a
49,Address1,2505 u s highway 431 north
49,City,boaz
49,CountyName,marshall
49,HospitalName,marshall medical center south
49,HospitalOwner,government - hospital district or authority
49,HospitalType,acute care hospitals
49,PhoneNumber,2565938310
49,ProviderNumber,10005
49,State,al
49,Stateavg,al_ami-5
49,ZipCode,35957
49,a,a
50,Address1,2505 u s highway 431 north
50,City,boaz
50,CountyName,marshall
50,HospitalName,marshall medical center south
50,HospitalOwner,government - hospital district or authority
50,HospitalType,acute care hospitals
50,PhoneNumber,2565938310
50,ProviderNumber,10005
50,State,al
50,Stateavg,al_ami-7a
50,ZipCode,35957
50,a,a
51,Address1,2505 u s highway 431 north
51,City,boaz
51,CountyName,marshall
51,HospitalName,marshall medical center south
51,HospitalOwner,government - hospital district or authority
51,HospitalType,acute care hospitals
51,PhoneNumber,2565938310
51,ProviderNumber,10005
51,State,al
51,Stateavg,al_ami-8a
51,ZipCode,35957
51,a,a
52,Address1,2505 u s highway 431 north
52,City,boaz
52,CountyName,marshall
52,HospitalName,marshall medical center south
52,HospitalOwner,government - hospital district or authority
52,HospitalType,acute care hospitals
52,PhoneNumber,2565938310
52,ProviderNumber,10005
52,State,al
52,Stateavg,al_hf-1
52,ZipCode,35957
52,a,a
53,Address1,2505 u s highway 431 north
53,City,boaz
53,CountyName,marshall
53,HospitalName,marshall medical center south
53,HospitalOwner,government - hospital district or authority
53,HospitalType,acute care hospitals
53,PhoneNumber,2565938310
53,ProviderNumber,10005
53,State,al
53,Stateavg,al_hf-2
53,ZipCode,35957
53,a,a
54,Address1,2505 u s highway 431 north
54,City,boaz
54,CountyName,marshall
54,HospitalName,marshall medical center south
54,HospitalOwner,government - hospital district or authority
54,HospitalType,acute care hospitals
54,PhoneNumber,2565938310
54,ProviderNumber,10005
54,State,al
54,Stateavg,al_hf-3
54,ZipCode,35957
54,a,a
55,Address1,2505 u s highway 431 north
55,City,boaz
55,CountyName,marshall
55,HospitalName,marshall medical center south
55,HospitalOwner,government - hospital district or authority
55,HospitalType,acute care hospitals
55,PhoneNumber,2565938310
55,ProviderNumber,10005
55,State,al
55,Stateavg,al_hf-4
55,ZipCode,35957
55,a,a
56,Address1,2505 u s highway 431 north
56,City,boaz
56,CountyName,marshall
56,HospitalName,marshall medical center south
56,HospitalOwner,government - hospital district or authority
56,HospitalType,acute care hospitals
56,PhoneNumber,2565938310
56,ProviderNumber,10005
56,State,al
56,Stateavg,al_pn-2
56,ZipCode,35957
56,a,a
57,Address1,2505 u s highway 431 north
57,City,boaz
57,CountyName,marshall
57,HospitalName,marshall medical center south
57,HospitalOwner,government - hospital district or authority
57,HospitalType,acute care hospitals
57,PhoneNumber,2565938310
57,ProviderNumber,10005
57,State,al
57,Stateavg,al_pn-3b
57,ZipCode,35957
57,a,a
58,Address1,2505 u s highway 431 north
58,City,boaz
58,CountyName,marshall
58,HospitalName,marshall medical center south
58,HospitalOwner,government - hospital district or authority
58,HospitalType,acute care hospitals
58,PhoneNumber,2565938310
58,ProviderNumber,10005
58,State,al
58,Stateavg,al_pn-4
58,ZipCode,35957
58,a,a
59,Address1,2505 u s highway 431 north
59,City,boaz
59,CountyName,marshall
59,HospitalName,marshall medical center south
59,HospitalOwner,government - hospital district or authority
59,HospitalType,acute care hospitals
59,PhoneNumber,2565938310
59,ProviderNumber,10005
59,State,al
59,Stateavg,al_pn-5c
59,ZipCode,35957
59,a,a
60,Address1,2505 u s highway 431 north
60,City,boaz
60,CountyName,marshall
60,HospitalName,marshall medical center south
60,HospitalOwner,government - hospital district or authority
60,HospitalType,acute care hospitals
60,PhoneNumber,2565938310
60,ProviderNumber,10005
60,State,al
60,Stateavg,al_pn-6
60,ZipCode,35957
60,a,a
61,Address1,2505 u s highway 431 north
61,City,boaz
61,CountyName,marshall
61,HospitalName,marshall medical center south
61,HospitalOwner,government - hospital district or authority
61,HospitalType,acute care hospitals
61,PhoneNumber,2565938310
61,ProviderNumber,10005
61,State,al
61,Stateavg,al_pn-7
61,ZipCode,35957
61,a,a
62,Address1,2505 u s highway 431 north
62,City,boaz
62,CountyName,marshall
62,HospitalName,marshall medical center south
62,HospitalOwner,government - hospital district or authority
62,HospitalType,acute care hospitals
62,PhoneNumber,2565938310
62,ProviderNumber,10005
62,State,al
62,Stateavg,al_scip-card-2
62,ZipCode,35957
62,a,a
63,Address1,2505 u s highway 431 north
63,City,boaz
63,CountyName,marshall
63,HospitalName,marshall medical center south
63,HospitalOwner,government - hospital district or authority
63,HospitalType,acute care hospitals
63,PhoneNumber,2565938310
63,ProviderNumber,10005
63,State,al
63,Stateavg,al_scip-inf-1
63,ZipCode,35957
63,a,a
64,Address1,2505 u s highway 431 north
64,City,boaz
64,CountyName,marshall
64,HospitalName,marshall medical center south
64,HospitalOwner,government - hospital district or authority
64,HospitalType,acute care hospitals
64,PhoneNumber,2565938310
64,ProviderNumber,10005
64,State,al
64,Stateavg,al_scip-inf-2
64,ZipCode,35957
64,a,a
65,Address1,2505 u s highway 431 north
65,City,boaz
65,CountyName,marshall
65,HospitalName,marshall medical center south
65,HospitalOwner,government - hospital district or authority
65,HospitalType,acute care hospitals
65,PhoneNumber,2565938310
65,ProviderNumber,10005
65,State,al
65,Stateavg,al_scip-inf-3
65,ZipCode,35957
65,a,a
66,Address1,2505 u s highway 431 north
66,City,boaz
66,CountyName,marshall
66,HospitalName,marshall medical center south
66,HospitalOwner,government - hospital district or authority
66,HospitalType,acute care hospitals
66,PhoneNumber,2565938310
66,ProviderNumber,10005
66,State,al
66,Stateavg,al_scip-inf-4
66,ZipCode,35957
66,a,a
67,Address1,2505 u s highway 431 north
67,City,boaz
67,CountyName,marshall
67,HospitalName,marshall medical center south
67,HospitalOwner,government - hospital district or authority
67,HospitalType,acute care hospitals
67,PhoneNumber,2565938310
67,ProviderNumber,10005
67,State,al
67,Stateavg,al_scip-inf-6
67,ZipCode,35957
67,a,a
68,Address1,2505 u s highway 431 north
68,City,boaz
68,CountyName,marshall
68,HospitalName,marshall medical center south
68,HospitalOwner,government - hospital district or authority
68,HospitalType,acute care hospitals
68,PhoneNumber,2565938310
68,ProviderNumber,10005
68,State,al
68,Stateavg,al_scip-vte-1
68,ZipCode,35957
68,a,a
69,Address1,2505 u s highway 431 north
69,City,boaz
69,CountyName,marshall
69,HospitalName,marshall medical center south
69,HospitalOwner,government - hospital district or authority
69,HospitalType,acute care hospitals
69,PhoneNumber,2565938310
69,ProviderNumber,10005
69,State,al
69,Stateavg,al_scip-vte-2
69,ZipCode,35957
69,a,a
70,Address1,205 marengo street
70,City,florence
70,CountyName,lauderdale
70,HospitalName,eliza coffee memorial hospital
70,HospitalOwner,voluntary non-profit - other
70,HospitalType,acute care hospitals
70,PhoneNumber,2567688400
70,ProviderNumber,10006
70,State,al
70,Stateavg,al_ami-1
70,ZipCode,35631
70,a,a
71,Address1,205 marengo street
71,City,florence
71,CountyName,lauderdale
71,HospitalName,eliza coffee memorial hospital
71,HospitalOwner,voluntary non-profit - other
71,HospitalType,acute care hospitals
71,PhoneNumber,2567688400
71,ProviderNumber,10006
71,State,al
71,Stateavg,al_ami-2
71,ZipCode,35631
71,a,a
72,Address1,205 marengo street
72,City,florence
72,CountyName,lauderdale
72,HospitalName,eliza coffee memorial hospital
72,HospitalOwner,voluntary non-profit - other
72,HospitalType,acute care hospitals
72,PhoneNumber,2567688400
72,ProviderNumber,10006
72,State,al
72,Stateavg,al_ami-3
72,ZipCode,35631
72,a,a
73,Address1,205 marengo street
73,City,florence
73,CountyName,lauderdale
73,HospitalName,eliza coffee memorial hospital
73,HospitalOwner,voluntary non-profit - other
73,HospitalType,acute care hospitals
73,PhoneNumber,2567688400
73,ProviderNumber,10006
73,State,al
73,Stateavg,al_ami-4
73,ZipCode,35631
73,a,a
74,Address1,205 marengo street
74,City,florence
74,CountyName,lauderdale
74,HospitalName,eliza coffee memorial hospital
74,HospitalOwner,voluntary non-profit - other
74,HospitalType,acute care hospitals
74,PhoneNumber,2567688400
74,ProviderNumber,10006
74,State,al
74,Stateavg,al_ami-5
74,ZipCode,35631
74,a,a
75,Address1,205 marengo street
75,City,florence
75,CountyName,lauderdale
75,HospitalName,eliza coffee memorial hospital
75,HospitalOwner,voluntary non-profit - other
75,HospitalType,acute care hospitals
75,PhoneNumber,2567688400
75,ProviderNumber,10006
75,State,al
75,Stateavg,al_ami-7a
75,ZipCode,35631
75,a,a
76,Address1,205 marengo street
76,City,florence
76,CountyName,lauderdale
76,HospitalName,eliza coffee memorial hospital
76,HospitalOwner,voluntary non-profit - other
76,HospitalType,acute care hospitals
76,PhoneNumber,2567688400
76,ProviderNumber,10006
76,State,al
76,Stateavg,al_ami-8a
76,ZipCode,35631
76,a,a
77,Address1,205 marengo street
77,City,florence
77,CountyName,lauderdale
77,HospitalName,eliza coffee memorial hospital
77,HospitalOwner,voluntary non-profit - other
77,HospitalType,acute care hospitals
77,PhoneNumber,2567688400
77,ProviderNumber,10006
77,State,al
77,Stateavg,al_hf-1
77,ZipCode,35631
77,a,a
78,Address1,205 marengo street
78,City,florence
78,CountyName,lauderdale
78,HospitalName,eliza coffee memorial hospital
78,HospitalOwner,voluntary non-profit - other
78,HospitalType,acute care hospitals
78,PhoneNumber,2567688400
78,ProviderNumber,10006
78,State,al
78,Stateavg,al_hf-2
78,ZipCode,35631
78,a,a
79,Address1,205 marengo street
79,City,florence
79,CountyName,lauderdale
79,HospitalName,eliza coffee memorial hospital
79,HospitalOwner,voluntary non-profit - other
79,HospitalType,acute care hospitals
79,PhoneNumber,2567688400
79,ProviderNumber,10006
79,State,al
79,Stateavg,al_hf-3
79,ZipCode,35631
79,a,a
80,Address1,205 marengo street
80,City,florence
80,CountyName,lauderdale
80,HospitalName,eliza coffee memorial hospital
80,HospitalOwner,voluntary non-profit - other
80,HospitalType,acute care hospitals
80,PhoneNumber,2567688400
80,ProviderNumber,10006
80,State,al
80,Stateavg,al_hf-4
80,ZipCode,35631
80,a,a
81,Address1,205 marengo street
81,City,florence
81,CountyName,lauderdale
81,HospitalName,eliza coffee memorial hospital
81,HospitalOwner,voluntary non-profit - other
81,HospitalType,acute care hospitals
81,PhoneNumber,2567688400
81,ProviderNumber,10006
81,State,al
81,Stateavg,al_pn-2
81,ZipCode,35631
81,a,a
82,Address1,205 marengo street
82,City,florence
82,CountyName,lauderdale
82,HospitalName,eliza coffee memorial hospital
82,HospitalOwner,voluntary non-profit - other
82,HospitalType,acute care hospitals
82,PhoneNumber,2567688400
82,ProviderNumber,10006
82,State,al
82,Stateavg,al_pn-3b
82,ZipCode,35631
82,a,a
83,Address1,205 marengo street
83,City,florence
83,CountyName,lauderdale
83,HospitalName,eliza coffee memorial hospital
83,HospitalOwner,voluntary non-profit - other
83,HospitalType,acute care hospitals
83,PhoneNumber,2567688400
83,ProviderNumber,10006
83,State,al
83,Stateavg,al_pn-4
83,ZipCode,35631
83,a,a
84,Address1,205 marengo street
84,City,florence
84,CountyName,lauderdale
84,HospitalName,eliza coffee memorial hospital
84,HospitalOwner,voluntary non-profit - other
84,HospitalType,acute care hospitals
84,PhoneNumber,2567688400
84,ProviderNumber,10006
84,State,al
84,Stateavg,al_pn-5c
84,ZipCode,35631
84,a,a
85,Address1,205 marengo street
85,City,florence
85,CountyName,lauderdale
85,HospitalName,eliza coffee memorial hospital
85,HospitalOwner,voluntary non-profit - other
85,HospitalType,acute care hospitals
85,PhoneNumber,2567688400
85,ProviderNumber,10006
85,State,al
85,Stateavg,al_pn-6
85,ZipCode,35631
85,a,a
86,Address1,205 marengo street
86,City,florence
86,CountyName,lauderdale
86,HospitalName,eliza coffee memorial hospital
86,HospitalOwner,voluntary non-profit - other
86,HospitalType,acute care hospitals
86,PhoneNumber,2567688400
86,ProviderNumber,10006
86,State,al
86,Stateavg,al_pn-7
86,ZipCode,35631
86,a,a
87,Address1,205 marengo street
87,City,florence
87,CountyName,lauderdale
87,HospitalName,eliza coffee memorial hospital
87,HospitalOwner,voluntary non-profit - other
87,HospitalType,acute care hospitals
87,PhoneNumber,2567688400
87,ProviderNumber,10006
87,State,al
87,Stateavg,al_scip-card-2
87,ZipCode,35631
87,a,a
88,Address1,205 marengo street
88,City,florence
88,CountyName,lauderdale
88,HospitalName,eliza coffee memorial hospital
88,HospitalOwner,voluntary non-profit - other
88,HospitalType,acute care hospitals
88,PhoneNumber,2567688400
88,ProviderNumber,10006
88,State,al
88,Stateavg,al_scip-inf-1
88,ZipCode,35631
88,a,a
89,Address1,205 marengo street
89,City,florence
89,CountyName,lauderdale
89,HospitalName,eliza coffee memorial hospital
89,HospitalOwner,voluntary non-profit - other
89,HospitalType,acute care hospitals
89,PhoneNumber,2567688400
89,ProviderNumber,10006
89,State,al
89,Stateavg,al_scip-inf-2
89,ZipCode,35631
