tid,attribute,correct_val
stock-2011-07-01ctsh,high,74.86
stock-2011-07-01ctsh,low,73.12
stock-2011-07-01ctsh,open,73.48
stock-2011-07-01ctxs,wkhigh,88.49
stock-2011-07-01ctxs,flat_change,0.78
stock-2011-07-01ctxs,last,80.78
stock-2011-07-01ctxs,wklow,41.62
stock-2011-07-01ctxs,prev_close,80.0
stock-2011-07-01ctxs,high,81.32
stock-2011-07-01ctxs,low,79.97
stock-2011-07-01ctxs,open,80.31
stock-2011-07-01dell,wkhigh,17.00
stock-2011-07-01dell,flat_change,0.31
stock-2011-07-01dell,last,16.98
stock-2011-07-01dell,wklow,11.34
stock-2011-07-01dell,prev_close,16.67
stock-2011-07-01dell,high,17.0
stock-2011-07-01dell,low,16.6
stock-2011-07-01dell,open,16.7
stock-2011-07-01dltr,wkhigh,68.50
stock-2011-07-01dltr,flat_change,1.61
stock-2011-07-01dltr,last,68.23
stock-2011-07-01dltr,wklow,40.6
stock-2011-07-01dltr,prev_close,66.62
stock-2011-07-01dltr,high,68.5
stock-2011-07-01dltr,low,66.74
stock-2011-07-01dltr,open,67.02
stock-2011-07-01dtv,wkhigh,51.84
stock-2011-07-01dtv,flat_change,0.94
stock-2011-07-01dtv,last,51.76
stock-2011-07-01dtv,wklow,33.25
stock-2011-07-01dtv,prev_close,50.82
stock-2011-07-01dtv,high,51.84
stock-2011-07-01dtv,low,50.78
stock-2011-07-01dtv,open,51.11
stock-2011-07-01ebay,wkhigh,35.35
stock-2011-07-01ebay,flat_change,0.47
stock-2011-07-01ebay,last,32.74
stock-2011-07-01ebay,wklow,19.06
stock-2011-07-01ebay,prev_close,32.27
stock-2011-07-01ebay,high,32.8
stock-2011-07-01ebay,low,31.99
stock-2011-07-01ebay,open,32.26
stock-2011-07-01erts,wkhigh,24.79
stock-2011-07-01erts,flat_change,0.59
stock-2011-07-01erts,last,24.19
stock-2011-07-01erts,wklow,14.06
stock-2011-07-01erts,prev_close,23.6
stock-2011-07-01erts,high,24.2
stock-2011-07-01erts,low,23.4
stock-2011-07-01erts,open,23.57
stock-2011-07-01esrx,wkhigh,60.89
stock-2011-07-01esrx,flat_change,-0.02
stock-2011-07-01esrx,last,53.96
stock-2011-07-01esrx,wklow,41.55
stock-2011-07-01esrx,prev_close,53.98
stock-2011-07-01esrx,high,54.35
stock-2011-07-01esrx,low,53.78
stock-2011-07-01esrx,open,54.08
stock-2011-07-01expd,wkhigh,57.15
stock-2011-07-01expd,flat_change,1.24
stock-2011-07-01expd,last,52.43
stock-2011-07-01expd,wklow,33.65
stock-2011-07-01expd,prev_close,51.19
stock-2011-07-01expd,high,52.49
stock-2011-07-01expd,low,51.19
stock-2011-07-01expd,open,51.21
stock-2011-07-01expe,wkhigh,29.85
stock-2011-07-01expe,flat_change,0.55
stock-2011-07-01expe,last,29.54
stock-2011-07-01expe,wklow,18.3
stock-2011-07-01expe,prev_close,28.99
stock-2011-07-01expe,high,29.63
stock-2011-07-01expe,low,28.89
stock-2011-07-01expe,open,28.96
stock-2011-07-01fast,wkhigh,36.71
stock-2011-07-01fast,flat_change,0.66
stock-2011-07-01fast,last,36.65
stock-2011-07-01fast,wklow,22.32
stock-2011-07-01fast,prev_close,35.99
stock-2011-07-01fast,high,36.71
stock-2011-07-01fast,low,36.0
stock-2011-07-01fast,open,36.04
stock-2011-07-01ffiv,wkhigh,145.76
stock-2011-07-01ffiv,flat_change,2.91
stock-2011-07-01ffiv,last,113.16
stock-2011-07-01ffiv,wklow,66.79
stock-2011-07-01ffiv,prev_close,110.25
stock-2011-07-01ffiv,high,113.33
stock-2011-07-01ffiv,low,110.13
stock-2011-07-01ffiv,open,110.83
stock-2011-07-01fisv,wkhigh,64.89
stock-2011-07-01fisv,flat_change,1.11
stock-2011-07-01fisv,last,63.74
stock-2011-07-01fisv,wklow,44.85
stock-2011-07-01fisv,prev_close,62.63
stock-2011-07-01fisv,high,64.0
stock-2011-07-01fisv,low,62.38
stock-2011-07-01fisv,open,62.77
stock-2011-07-01flex,wkhigh,8.50
stock-2011-07-01flex,flat_change,0.18
stock-2011-07-01flex,last,6.6
stock-2011-07-01flex,wklow,4.86
stock-2011-07-01flex,prev_close,6.42
stock-2011-07-01flex,high,6.61
stock-2011-07-01flex,low,6.42
stock-2011-07-01flex,open,6.45
stock-2011-07-01flir,wkhigh,37.29
stock-2011-07-01flir,flat_change,0.49
stock-2011-07-01flir,last,34.2
stock-2011-07-01flir,wklow,24.0
stock-2011-07-01flir,prev_close,33.71
stock-2011-07-01flir,high,34.28
stock-2011-07-01flir,low,33.34
stock-2011-07-01flir,open,33.58
stock-2011-07-01fslr,wkhigh,175.45
stock-2011-07-01fslr,flat_change,0.79
stock-2011-07-01fslr,last,133.06
stock-2011-07-01fslr,wklow,111.4
stock-2011-07-01fslr,prev_close,132.27
stock-2011-07-01fslr,high,133.48
stock-2011-07-01fslr,low,129.11
stock-2011-07-01fslr,open,130.66
stock-2011-07-01gild,wkhigh,42.93
stock-2011-07-01gild,flat_change,0.54
stock-2011-07-01gild,last,41.95
stock-2011-07-01gild,wklow,31.73
stock-2011-07-01gild,prev_close,41.41
stock-2011-07-01gild,high,41.97
stock-2011-07-01gild,low,41.38
stock-2011-07-01gild,open,41.44
stock-2011-07-01gmcr,wkhigh,90.94
stock-2011-07-01gmcr,flat_change,1.09
stock-2011-07-01gmcr,last,90.35
stock-2011-07-01gmcr,wklow,24.84
stock-2011-07-01gmcr,prev_close,89.26
stock-2011-07-01gmcr,high,90.94
stock-2011-07-01gmcr,low,89.16
stock-2011-07-01gmcr,open,89.61
stock-2011-07-01goog,wkhigh,642.96
stock-2011-07-01goog,flat_change,14.65
stock-2011-07-01goog,last,521.03
stock-2011-07-01goog,wklow,433.63
stock-2011-07-01goog,prev_close,506.38
stock-2011-07-01goog,high,521.18
stock-2011-07-01goog,low,506.38
stock-2011-07-01goog,open,506.74
stock-2011-07-01grmn,wkhigh,36.42
stock-2011-07-01grmn,flat_change,0.55
stock-2011-07-01grmn,last,33.58
stock-2011-07-01grmn,wklow,26.11
stock-2011-07-01grmn,prev_close,33.03
stock-2011-07-01grmn,high,33.72
stock-2011-07-01grmn,low,33.05
stock-2011-07-01grmn,open,33.12
stock-2011-07-01hpq,wkhigh,49.39
stock-2011-07-01hpq,flat_change,0.65
stock-2011-07-01hpq,last,37.05
stock-2011-07-01hpq,wklow,33.95
stock-2011-07-01hpq,prev_close,36.4
stock-2011-07-01hpq,high,37.13
stock-2011-07-01hpq,low,36.34
stock-2011-07-01hpq,open,36.55
stock-2011-07-01hsic,wkhigh,74.48
stock-2011-07-01hsic,flat_change,1.35
stock-2011-07-01hsic,last,72.94
stock-2011-07-01hsic,wklow,50.96
stock-2011-07-01hsic,prev_close,71.59
stock-2011-07-01hsic,high,73.01
stock-2011-07-01hsic,low,71.28
stock-2011-07-01hsic,open,71.73
stock-2011-07-01ilmn,wkhigh,76.81
stock-2011-07-01ilmn,flat_change,0.86
stock-2011-07-01ilmn,last,76.01
stock-2011-07-01ilmn,wklow,41.15
stock-2011-07-01ilmn,prev_close,75.15
stock-2011-07-01ilmn,high,76.39
stock-2011-07-01ilmn,low,74.85
stock-2011-07-01ilmn,open,75.16
stock-2011-07-01infy,wkhigh,77.92
stock-2011-07-01infy,flat_change,0.84
stock-2011-07-01infy,last,66.07
stock-2011-07-01infy,wklow,56.73
stock-2011-07-01infy,prev_close,65.23
stock-2011-07-01infy,high,66.14
stock-2011-07-01infy,low,65.26
stock-2011-07-01infy,open,65.6
stock-2011-07-01intc,wkhigh,23.96
stock-2011-07-01intc,flat_change,0.37
stock-2011-07-01intc,last,22.53
stock-2011-07-01intc,wklow,17.6
stock-2011-07-01intc,prev_close,22.16
stock-2011-07-01intc,high,22.58
stock-2011-07-01intc,low,22.1
stock-2011-07-01intc,open,22.21
stock-2011-07-01intu,wkhigh,56.46
stock-2011-07-01intu,flat_change,0.38
stock-2011-07-01intu,last,52.24
stock-2011-07-01intu,wklow,34.0
stock-2011-07-01intu,prev_close,51.86
stock-2011-07-01intu,high,52.37
stock-2011-07-01intu,low,51.63
stock-2011-07-01intu,open,51.97
stock-2011-07-01isrg,wkhigh,379.40
stock-2011-07-01isrg,flat_change,6.54
stock-2011-07-01isrg,last,378.65
stock-2011-07-01isrg,wklow,246.05
stock-2011-07-01isrg,prev_close,372.11
stock-2011-07-01isrg,high,379.4
stock-2011-07-01isrg,low,371.44
stock-2011-07-01isrg,open,373.25
stock-2011-07-01joyg,wkhigh,103.44
stock-2011-07-01joyg,flat_change,1.9
stock-2011-07-01joyg,last,97.14
stock-2011-07-01joyg,wklow,48.05
stock-2011-07-01joyg,prev_close,95.24
stock-2011-07-01joyg,high,97.53
stock-2011-07-01joyg,low,93.69
stock-2011-07-01joyg,open,94.95
stock-2011-07-01klac,wkhigh,51.83
stock-2011-07-01klac,flat_change,0.97
stock-2011-07-01klac,last,41.45
stock-2011-07-01klac,wklow,26.69
stock-2011-07-01klac,prev_close,40.48
stock-2011-07-01klac,high,41.63
stock-2011-07-01klac,low,40.21
stock-2011-07-01klac,open,40.53
stock-2011-07-01life,wkhigh,57.25
stock-2011-07-01life,flat_change,0.26
stock-2011-07-01life,last,52.33
stock-2011-07-01life,wklow,41.1
stock-2011-07-01life,prev_close,52.07
stock-2011-07-01life,high,52.61
stock-2011-07-01life,low,51.83
stock-2011-07-01life,open,52.24
stock-2011-07-01linta,wkhigh,18.65
stock-2011-07-01linta,flat_change,0.42
stock-2011-07-01linta,last,17.19
stock-2011-07-01linta,wklow,10.08
stock-2011-07-01linta,prev_close,16.77
stock-2011-07-01linta,high,17.24
stock-2011-07-01linta,low,16.7
stock-2011-07-01linta,open,16.78
stock-2011-07-01lltc,wkhigh,36.14
stock-2011-07-01lltc,flat_change,0.41
stock-2011-07-01lltc,last,33.43
stock-2011-07-01lltc,wklow,27.03
stock-2011-07-01lltc,prev_close,33.02
stock-2011-07-01lltc,high,33.54
stock-2011-07-01lltc,low,32.97
stock-2011-07-01lltc,open,33.09
stock-2011-07-01lrcx,wkhigh,59.10
stock-2011-07-01lrcx,flat_change,0.99
stock-2011-07-01lrcx,last,45.27
stock-2011-07-01lrcx,wklow,35.39
stock-2011-07-01lrcx,prev_close,44.28
stock-2011-07-01lrcx,high,45.65
stock-2011-07-01lrcx,low,43.9
stock-2011-07-01lrcx,open,44.32
stock-2011-07-01mat,wkhigh,28.00
stock-2011-07-01mat,flat_change,0.5
stock-2011-07-01mat,last,27.99
stock-2011-07-01mat,wklow,20.57
stock-2011-07-01mat,prev_close,27.49
stock-2011-07-01mat,high,28.0
stock-2011-07-01mat,low,27.49
stock-2011-07-01mat,open,27.55
stock-2011-07-01mchp,wkhigh,41.50
stock-2011-07-01mchp,flat_change,0.44
stock-2011-07-01mchp,last,38.35
stock-2011-07-01mchp,wklow,27.19
stock-2011-07-01mchp,prev_close,37.91
stock-2011-07-01mchp,high,38.49
stock-2011-07-01mchp,low,37.76
stock-2011-07-01mchp,open,37.98
stock-2011-07-01mrvl,wkhigh,22.01
stock-2011-07-01mrvl,flat_change,0.34
stock-2011-07-01mrvl,last,15.11
stock-2011-07-01mrvl,wklow,13.17
stock-2011-07-01mrvl,prev_close,14.77
stock-2011-07-01mrvl,high,15.2
stock-2011-07-01mrvl,low,14.7
stock-2011-07-01mrvl,open,14.79
stock-2011-07-01msft,wkhigh,29.46
stock-2011-07-01msft,flat_change,0.02
stock-2011-07-01msft,last,26.02
stock-2011-07-01msft,wklow,22.73
stock-2011-07-01msft,prev_close,26.0
stock-2011-07-01msft,high,26.17
stock-2011-07-01msft,low,25.84
stock-2011-07-01msft,open,25.93
stock-2011-07-01mu,wkhigh,11.95
stock-2011-07-01mu,flat_change,0.35
stock-2011-07-01mu,last,7.83
stock-2011-07-01mu,wklow,6.36
stock-2011-07-01mu,prev_close,7.48
stock-2011-07-01mu,high,7.85
stock-2011-07-01mu,low,7.37
stock-2011-07-01mu,open,7.46
stock-2011-07-01mxim,wkhigh,28.44
stock-2011-07-01mxim,flat_change,0.33
stock-2011-07-01mxim,last,25.89
stock-2011-07-01mxim,wklow,15.67
stock-2011-07-01mxim,prev_close,25.56
stock-2011-07-01mxim,high,26.09
stock-2011-07-01mxim,low,25.48
stock-2011-07-01mxim,open,25.56
stock-2011-07-01myl,wkhigh,25.46
stock-2011-07-01myl,flat_change,0.3
stock-2011-07-01myl,last,24.97
stock-2011-07-01myl,wklow,16.55
stock-2011-07-01myl,prev_close,24.67
stock-2011-07-01myl,high,24.99
stock-2011-07-01myl,low,24.52
stock-2011-07-01myl,open,24.67
stock-2011-07-01nflx,wkhigh,277.70
stock-2011-07-01nflx,flat_change,5.3
stock-2011-07-01nflx,last,267.99
stock-2011-07-01nflx,wklow,95.33
stock-2011-07-01nflx,prev_close,262.69
stock-2011-07-01nflx,high,268.26
stock-2011-07-01nflx,low,262.06
stock-2011-07-01nflx,open,262.06
stock-2011-07-01nihd,wkhigh,46.32
stock-2011-07-01nihd,flat_change,0.77
stock-2011-07-01nihd,last,43.15
stock-2011-07-01nihd,wklow,32.36
stock-2011-07-01nihd,prev_close,42.38
stock-2011-07-01nihd,high,43.18
stock-2011-07-01nihd,low,41.97
stock-2011-07-01nihd,open,42.27
stock-2011-07-01ntap,wkhigh,61.02
stock-2011-07-01ntap,flat_change,1.54
stock-2011-07-01ntap,last,54.32
stock-2011-07-01ntap,wklow,36.66
stock-2011-07-01ntap,prev_close,52.78
stock-2011-07-01ntap,high,54.57
stock-2011-07-01ntap,low,53.07
stock-2011-07-01ntap,open,53.51
stock-2011-07-01nvda,wkhigh,26.17
stock-2011-07-01nvda,flat_change,0.21
stock-2011-07-01nvda,last,16.15
stock-2011-07-01nvda,wklow,8.65
stock-2011-07-01nvda,prev_close,15.94
stock-2011-07-01nvda,high,16.21
stock-2011-07-01nvda,low,15.62
stock-2011-07-01nvda,open,15.94
stock-2011-07-01nwsa,wkhigh,18.35
stock-2011-07-01nwsa,flat_change,0.36
stock-2011-07-01nwsa,last,18.06
stock-2011-07-01nwsa,wklow,11.61
stock-2011-07-01nwsa,prev_close,17.7
stock-2011-07-01nwsa,high,18.07
stock-2011-07-01nwsa,low,17.58
stock-2011-07-01nwsa,open,17.74
stock-2011-07-01orcl,wkhigh,36.50
stock-2011-07-01orcl,flat_change,0.14
stock-2011-07-01orcl,last,33.05
stock-2011-07-01orcl,wklow,21.24
stock-2011-07-01orcl,prev_close,32.91
stock-2011-07-01orcl,high,33.2
stock-2011-07-01orcl,low,32.48
stock-2011-07-01orcl,open,32.89
stock-2011-07-01orly,wkhigh,66.52
stock-2011-07-01orly,flat_change,0.7
stock-2011-07-01orly,last,66.21
stock-2011-07-01orly,wklow,45.65
stock-2011-07-01orly,prev_close,65.51
stock-2011-07-01orly,high,66.52
stock-2011-07-01orly,low,65.55
stock-2011-07-01orly,open,65.61
stock-2011-07-01payx,wkhigh,33.91
stock-2011-07-01payx,flat_change,0.33
stock-2011-07-01payx,last,31.05
stock-2011-07-01payx,wklow,24.65
stock-2011-07-01payx,prev_close,30.72
stock-2011-07-01payx,high,31.09
stock-2011-07-01payx,low,30.6
stock-2011-07-01payx,open,30.6
stock-2011-07-01pcar,wkhigh,58.75
stock-2011-07-01pcar,flat_change,0.96
stock-2011-07-01pcar,last,52.05
stock-2011-07-01pcar,wklow,38.6
stock-2011-07-01pcar,prev_close,51.09
stock-2011-07-01pcar,high,52.17
stock-2011-07-01pcar,low,50.62
stock-2011-07-01pcar,open,51.24
stock-2011-07-01pcln,wkhigh,561.88
stock-2011-07-01pcln,flat_change,12.87
stock-2011-07-01pcln,last,524.80
stock-2011-07-01pcln,wklow,173.75
stock-2011-07-01pcln,prev_close,511.93
stock-2011-07-01pcln,high,525.24
stock-2011-07-01pcln,low,510.0
stock-2011-07-01pcln,open,513.39
stock-2011-07-01qcom,wkhigh,59.84
stock-2011-07-01qcom,flat_change,1.09
stock-2011-07-01qcom,last,57.88
stock-2011-07-01qcom,wklow,31.63
stock-2011-07-01qcom,prev_close,56.79
stock-2011-07-01qcom,high,57.98
stock-2011-07-01qcom,low,56.44
stock-2011-07-01qcom,open,56.79
stock-2011-07-01qgen,wkhigh,22.20
stock-2011-07-01qgen,flat_change,0.05
stock-2011-07-01qgen,last,19.07
stock-2011-07-01qgen,wklow,16.86
stock-2011-07-01qgen,prev_close,19.02
stock-2011-07-01qgen,high,19.18
stock-2011-07-01qgen,low,19.01
stock-2011-07-01qgen,open,19.14
stock-2011-07-01rimm,wkhigh,70.54
stock-2011-07-01rimm,flat_change,0.08
stock-2011-07-01rimm,last,28.93
stock-2011-07-01rimm,wklow,25.82
stock-2011-07-01rimm,prev_close,28.85
stock-2011-07-01rimm,high,29.0
stock-2011-07-01rimm,low,28.45
stock-2011-07-01rimm,open,28.72
stock-2011-07-01rost,wkhigh,83.11
stock-2011-07-01rost,flat_change,1.15
stock-2011-07-01rost,last,81.27
stock-2011-07-01rost,wklow,48.71
stock-2011-07-01rost,prev_close,80.12
stock-2011-07-01rost,high,81.35
stock-2011-07-01rost,low,79.77
stock-2011-07-01rost,open,80.37
stock-2011-07-01sbux,wkhigh,40.26
stock-2011-07-01sbux,flat_change,0.7
stock-2011-07-01sbux,last,40.19
stock-2011-07-01sbux,wklow,22.5
stock-2011-07-01sbux,prev_close,39.49
stock-2011-07-01sbux,high,40.26
stock-2011-07-01sbux,low,39.5
stock-2011-07-01sbux,open,39.62
stock-2011-07-01shld,wkhigh,94.79
stock-2011-07-01shld,flat_change,0.69
stock-2011-07-01shld,last,72.13
stock-2011-07-01shld,wklow,59.21
stock-2011-07-01shld,prev_close,71.44
stock-2011-07-01shld,high,72.44
stock-2011-07-01shld,low,69.65
stock-2011-07-01shld,open,71.05
stock-2011-07-01sial,wkhigh,74.26
stock-2011-07-01sial,flat_change,0.86
stock-2011-07-01sial,last,74.24
stock-2011-07-01sial,wklow,48.8
stock-2011-07-01sial,prev_close,73.38
stock-2011-07-01sial,high,74.26
stock-2011-07-01sial,low,73.07
stock-2011-07-01sial,open,73.54
stock-2011-07-01sndk,wkhigh,53.60
stock-2011-07-01sndk,flat_change,1.3
stock-2011-07-01sndk,last,42.8
stock-2011-07-01sndk,wklow,33.03
stock-2011-07-01sndk,prev_close,41.5
stock-2011-07-01sndk,high,42.92
stock-2011-07-01sndk,low,41.51
stock-2011-07-01sndk,open,41.56
stock-2011-07-01spls,wkhigh,23.75
stock-2011-07-01spls,flat_change,0.12
stock-2011-07-01spls,last,15.92
stock-2011-07-01spls,wklow,14.75
stock-2011-07-01spls,prev_close,15.8
stock-2011-07-01spls,high,15.98
stock-2011-07-01spls,low,15.73
stock-2011-07-01spls,open,15.89
stock-2011-07-01srcl,wkhigh,95.71
stock-2011-07-01srcl,flat_change,2.1
stock-2011-07-01srcl,last,91.22
stock-2011-07-01srcl,wklow,61.02
stock-2011-07-01srcl,prev_close,89.12
stock-2011-07-01srcl,high,91.25
stock-2011-07-01srcl,low,89.36
stock-2011-07-01srcl,open,89.56
stock-2011-07-01stx,wkhigh,18.35
stock-2011-07-01stx,flat_change,0.2
stock-2011-07-01stx,last,16.36
