tid,attribute,correct_val
stock-2011-07-01bbby,volume,2-185-264
stock-2011-07-01bbby,wkhigh,$ 58.62
stock-2011-07-01bbby,low,$ 58.40
stock-2011-07-01bbby,percent_change,1.75%
stock-2011-07-01bbby,open,$ 58.48
stock-2011-07-01bidu,high,$ 143.35
stock-2011-07-01bidu,flat_change,3.216
stock-2011-07-01bidu,last,$ 143.346
stock-2011-07-01bidu,wklow,$ 65.90
stock-2011-07-01bidu,prev_close,$ 140.13
stock-2011-07-01bidu,volume,7-198-371
stock-2011-07-01bidu,wkhigh,$ 156.04
stock-2011-07-01bidu,low,$ 138.90
stock-2011-07-01bidu,percent_change,2.3%
stock-2011-07-01bidu,open,$ 139.44
stock-2011-07-01biib,high,$ 108.64
stock-2011-07-01biib,flat_change,1.58
stock-2011-07-01biib,last,$ 108.50
stock-2011-07-01biib,wklow,$ 46.15
stock-2011-07-01biib,prev_close,$ 106.92
stock-2011-07-01biib,volume,1-669-257
stock-2011-07-01biib,wkhigh,$ 109.63
stock-2011-07-01biib,low,$ 106.92
stock-2011-07-01biib,percent_change,1.48%
stock-2011-07-01biib,open,$ 107.35
stock-2011-07-01bmc,high,$ 56.10
stock-2011-07-01bmc,flat_change,1.09
stock-2011-07-01bmc,last,$ 55.79
stock-2011-07-01bmc,wklow,$ 34.24
stock-2011-07-01bmc,prev_close,$ 54.70
stock-2011-07-01bmc,volume,2-300-895
stock-2011-07-01bmc,wkhigh,$ 56.16
stock-2011-07-01bmc,low,$ 54.80
stock-2011-07-01bmc,percent_change,1.99%
stock-2011-07-01bmc,open,$ 54.84
stock-2011-07-01brcm,high,$ 34.70
stock-2011-07-01brcm,flat_change,0.77
stock-2011-07-01brcm,last,$ 34.41
stock-2011-07-01brcm,wklow,$ 29.90
stock-2011-07-01brcm,prev_close,$ 33.64
stock-2011-07-01brcm,volume,6-380-973
stock-2011-07-01brcm,wkhigh,$ 47.39
stock-2011-07-01brcm,low,$ 33.59
stock-2011-07-01brcm,percent_change,2.29%
stock-2011-07-01brcm,open,$ 33.82
stock-2011-07-01ca,high,$ 23.18
stock-2011-07-01ca,flat_change,0.33
stock-2011-07-01ca,last,$ 23.17
stock-2011-07-01ca,wklow,$ 17.70
stock-2011-07-01ca,prev_close,$ 22.84
stock-2011-07-01ca,volume,3-177-246
stock-2011-07-01ca,wkhigh,$ 25.68
stock-2011-07-01ca,low,$ 22.77
stock-2011-07-01ca,percent_change,1.44%
stock-2011-07-01ca,open,$ 22.87
stock-2011-07-01celg,high,$ 60.97
stock-2011-07-01celg,flat_change,0.56
stock-2011-07-01celg,last,$ 60.88
stock-2011-07-01celg,wklow,$ 48.02
stock-2011-07-01celg,prev_close,$ 60.32
stock-2011-07-01celg,volume,2-460-853
stock-2011-07-01celg,wkhigh,$ 63.46
stock-2011-07-01celg,low,$ 60.17
stock-2011-07-01celg,percent_change,0.93%
stock-2011-07-01celg,open,$ 60.75
stock-2011-07-01cern,high,$ 62.59
stock-2011-07-01cern,flat_change,1.43
stock-2011-07-01cern,last,$ 62.54
stock-2011-07-01cern,wklow,$ 36.025
stock-2011-07-01cern,prev_close,$ 61.11
stock-2011-07-01cern,volume,949-101
stock-2011-07-01cern,wkhigh,$ 62.955
stock-2011-07-01cern,low,$ 60.82
stock-2011-07-01cern,percent_change,2.34%
stock-2011-07-01cern,open,$ 61.36
stock-2011-07-01chkp,high,$ 56.89
stock-2011-07-01chkp,flat_change,0.10
stock-2011-07-01chkp,last,$ 56.75
stock-2011-07-01chkp,wklow,$ 28.82
stock-2011-07-01chkp,prev_close,$ 56.85
stock-2011-07-01chkp,volume,1-521-553
stock-2011-07-01chkp,wkhigh,$ 56.923
stock-2011-07-01chkp,low,$ 56.25
stock-2011-07-01chkp,percent_change,0.18%
stock-2011-07-01chkp,open,$ 56.64
stock-2011-07-01chrw,high,$ 80.99
stock-2011-07-01chrw,flat_change,1.78
stock-2011-07-01chrw,last,$ 80.62
stock-2011-07-01chrw,wklow,$ 54.50
stock-2011-07-01chrw,prev_close,$ 78.84
stock-2011-07-01chrw,volume,971-143
stock-2011-07-01chrw,wkhigh,$ 82.05
stock-2011-07-01chrw,low,$ 78.8426
stock-2011-07-01chrw,percent_change,2.26%
stock-2011-07-01chrw,open,$ 79.10
stock-2011-07-01cmcsa,high,$ 25.79
stock-2011-07-01cmcsa,flat_change,0.5025
stock-2011-07-01cmcsa,last,$ 25.73
stock-2011-07-01cmcsa,wklow,$ 16.76
stock-2011-07-01cmcsa,prev_close,$ 25.2275
stock-2011-07-01cmcsa,volume,11-607-337
stock-2011-07-01cmcsa,wkhigh,$ 27.16
stock-2011-07-01cmcsa,low,$ 25.17
stock-2011-07-01cmcsa,percent_change,1.99%
stock-2011-07-01cmcsa,open,$ 25.30
stock-2011-07-01cost,high,$ 81.70
stock-2011-07-01cost,flat_change,0.3
stock-2011-07-01cost,last,$ 81.54
stock-2011-07-01cost,wklow,$ 53.41
stock-2011-07-01cost,prev_close,$ 81.24
stock-2011-07-01cost,volume,2-073-601
stock-2011-07-01cost,wkhigh,$ 83.95
stock-2011-07-01cost,low,$ 81.04
stock-2011-07-01cost,percent_change,0.37%
stock-2011-07-01cost,open,$ 81.50
stock-2011-07-01csco,high,$ 15.95
stock-2011-07-01csco,flat_change,0.25
stock-2011-07-01csco,last,$ 15.86
stock-2011-07-01csco,wklow,$ 14.78
stock-2011-07-01csco,prev_close,$ 15.61
stock-2011-07-01csco,volume,56-482-911
stock-2011-07-01csco,wkhigh,$ 26
stock-2011-07-01csco,low,$ 15.60
stock-2011-07-01csco,percent_change,1.6%
stock-2011-07-01csco,open,$ 15.65
stock-2011-07-01ctrp,high,$ 44.17
stock-2011-07-01ctrp,flat_change,0.97
stock-2011-07-01ctrp,last,$ 44.05
stock-2011-07-01ctrp,wklow,$ 31.35
stock-2011-07-01ctrp,prev_close,$ 43.08
stock-2011-07-01ctrp,volume,1-345-909
stock-2011-07-01ctrp,wkhigh,$ 53.16
stock-2011-07-01ctrp,low,$ 42.68
stock-2011-07-01ctrp,percent_change,2.25%
stock-2011-07-01ctrp,open,$ 43.24
stock-2011-07-01ctsh,high,$ 74.8596
stock-2011-07-01ctsh,flat_change,1.46
stock-2011-07-01ctsh,last,$ 74.80
stock-2011-07-01ctsh,wklow,$ 48.98
stock-2011-07-01ctsh,prev_close,$ 73.34
stock-2011-07-01ctsh,volume,2-153-733
stock-2011-07-01ctsh,wkhigh,$ 83.48
stock-2011-07-01ctsh,low,$ 73.1201
stock-2011-07-01ctsh,percent_change,1.99%
stock-2011-07-01ctsh,open,$ 73.48
stock-2011-07-01ctxs,high,$ 81.32
stock-2011-07-01ctxs,flat_change,0.78
stock-2011-07-01ctxs,last,$ 80.78
stock-2011-07-01ctxs,wklow,$ 41.62
stock-2011-07-01ctxs,prev_close,$ 80
stock-2011-07-01ctxs,volume,1-659-407
stock-2011-07-01ctxs,wkhigh,$ 88.4895
stock-2011-07-01ctxs,low,$ 79.97
stock-2011-07-01ctxs,percent_change,0.98%
stock-2011-07-01ctxs,open,$ 80.31
stock-2011-07-01dell,high,$ 17
stock-2011-07-01dell,flat_change,0.31
stock-2011-07-01dell,last,$ 16.98
stock-2011-07-01dell,wklow,$ 11.34
stock-2011-07-01dell,prev_close,$ 16.67
stock-2011-07-01dell,volume,13-649-145
stock-2011-07-01dell,wkhigh,$ 16.96
stock-2011-07-01dell,low,$ 16.60
stock-2011-07-01dell,percent_change,1.86%
stock-2011-07-01dell,open,$ 16.70
stock-2011-07-01dltr,high,$ 68.50
stock-2011-07-01dltr,flat_change,1.61
stock-2011-07-01dltr,last,$ 68.23
stock-2011-07-01dltr,wklow,$ 40.60
stock-2011-07-01dltr,prev_close,$ 66.62
stock-2011-07-01dltr,volume,934-370
stock-2011-07-01dltr,wkhigh,$ 67.99
stock-2011-07-01dltr,low,$ 66.74
stock-2011-07-01dltr,percent_change,2.42%
stock-2011-07-01dltr,open,$ 67.02
stock-2011-07-01dtv,high,$ 51.84
stock-2011-07-01dtv,flat_change,0.94
stock-2011-07-01dtv,last,$ 51.76
stock-2011-07-01dtv,wklow,$ 33.25
stock-2011-07-01dtv,prev_close,$ 50.82
stock-2011-07-01dtv,volume,3-683-228
stock-2011-07-01dtv,wkhigh,$ 51.23
stock-2011-07-01dtv,low,$ 50.78
stock-2011-07-01dtv,percent_change,1.85%
stock-2011-07-01dtv,open,$ 51.11
stock-2011-07-01ebay,high,$ 32.80
stock-2011-07-01ebay,flat_change,0.47
stock-2011-07-01ebay,last,$ 32.74
stock-2011-07-01ebay,wklow,$ 19.06
stock-2011-07-01ebay,prev_close,$ 32.27
stock-2011-07-01ebay,volume,12-847-872
stock-2011-07-01ebay,wkhigh,$ 35.35
stock-2011-07-01ebay,low,$ 31.99
stock-2011-07-01ebay,percent_change,1.46%
stock-2011-07-01ebay,open,$ 32.22
stock-2011-07-01erts,high,$ 24.20
stock-2011-07-01erts,flat_change,0.59
stock-2011-07-01erts,last,$ 24.19
stock-2011-07-01erts,wklow,$ 14.06
stock-2011-07-01erts,prev_close,$ 23.60
stock-2011-07-01erts,volume,4-768-735
stock-2011-07-01erts,wkhigh,$ 24.79
stock-2011-07-01erts,low,$ 23.40
stock-2011-07-01erts,percent_change,2.5%
stock-2011-07-01erts,open,$ 23.57
stock-2011-07-01esrx,high,$ 54.35
stock-2011-07-01esrx,flat_change,0.02
stock-2011-07-01esrx,last,$ 53.96
stock-2011-07-01esrx,wklow,$ 41.55
stock-2011-07-01esrx,prev_close,$ 53.98
stock-2011-07-01esrx,volume,6-187-177
stock-2011-07-01esrx,wkhigh,$ 60.89
stock-2011-07-01esrx,low,$ 53.78
stock-2011-07-01esrx,percent_change,0.04%
stock-2011-07-01esrx,open,$ 54.08
stock-2011-07-01expd,high,$ 52.49
stock-2011-07-01expd,flat_change,1.24
stock-2011-07-01expd,last,$ 52.43
stock-2011-07-01expd,wklow,$ 33.65
stock-2011-07-01expd,prev_close,$ 51.19
stock-2011-07-01expd,volume,1-128-328
stock-2011-07-01expd,wkhigh,$ 57.15
stock-2011-07-01expd,low,$ 51.19
stock-2011-07-01expd,percent_change,2.42%
stock-2011-07-01expd,open,$ 51.21
stock-2011-07-01expe,high,$ 29.63
stock-2011-07-01expe,flat_change,0.55
stock-2011-07-01expe,last,$ 29.54
stock-2011-07-01expe,wklow,$ 18.30
stock-2011-07-01expe,prev_close,$ 28.99
stock-2011-07-01expe,volume,2-251-336
stock-2011-07-01expe,wkhigh,$ 29.85
stock-2011-07-01expe,low,$ 28.89
stock-2011-07-01expe,percent_change,1.9%
stock-2011-07-01expe,open,$ 28.96
stock-2011-07-01fast,high,$ 36.71
stock-2011-07-01fast,flat_change,0.66
stock-2011-07-01fast,last,$ 36.65
stock-2011-07-01fast,wklow,$ 22.32
stock-2011-07-01fast,prev_close,$ 35.99
stock-2011-07-01fast,volume,2-930-250
stock-2011-07-01fast,wkhigh,$ 36.42
stock-2011-07-01fast,low,$ 36
stock-2011-07-01fast,percent_change,1.83%
stock-2011-07-01fast,open,$ 36.04
stock-2011-07-01ffiv,high,$ 113.33
stock-2011-07-01ffiv,flat_change,2.91
stock-2011-07-01ffiv,last,$ 113.16
stock-2011-07-01ffiv,wklow,$ 66.79
stock-2011-07-01ffiv,prev_close,$ 110.25
stock-2011-07-01ffiv,volume,1-425-728
stock-2011-07-01ffiv,wkhigh,$ 145.76
stock-2011-07-01ffiv,low,$ 110.13
stock-2011-07-01ffiv,percent_change,2.64%
stock-2011-07-01ffiv,open,$ 110.83
stock-2011-07-01fisv,high,$ 64
stock-2011-07-01fisv,flat_change,1.115
stock-2011-07-01fisv,last,$ 63.745
stock-2011-07-01fisv,wklow,$ 44.85
stock-2011-07-01fisv,prev_close,$ 62.63
stock-2011-07-01fisv,volume,717-087
stock-2011-07-01fisv,wkhigh,$ 64.89
stock-2011-07-01fisv,low,$ 62.38
stock-2011-07-01fisv,percent_change,1.78%
stock-2011-07-01fisv,open,$ 62.77
stock-2011-07-01flex,high,$ 6.61
stock-2011-07-01flex,flat_change,0.18
stock-2011-07-01flex,last,$ 6.60
stock-2011-07-01flex,wklow,$ 4.86
stock-2011-07-01flex,prev_close,$ 6.42
stock-2011-07-01flex,volume,3-868-464
stock-2011-07-01flex,wkhigh,$ 8.50
stock-2011-07-01flex,low,$ 6.42
stock-2011-07-01flex,percent_change,2.8%
stock-2011-07-01flex,open,$ 6.45
stock-2011-07-01flir,high,$ 34.28
stock-2011-07-01flir,flat_change,0.49
stock-2011-07-01flir,last,$ 34.20
stock-2011-07-01flir,wklow,$ 24
stock-2011-07-01flir,prev_close,$ 33.71
stock-2011-07-01flir,volume,1-056-852
stock-2011-07-01flir,wkhigh,$ 37.29
stock-2011-07-01flir,low,$ 33.34
stock-2011-07-01flir,percent_change,1.45%
stock-2011-07-01flir,open,$ 33.58
stock-2011-07-01fslr,high,$ 133.48
stock-2011-07-01fslr,flat_change,0.79
stock-2011-07-01fslr,last,$ 133.06
stock-2011-07-01fslr,wklow,$ 111.40
stock-2011-07-01fslr,prev_close,$ 132.27
stock-2011-07-01fslr,volume,1-735-871
stock-2011-07-01fslr,wkhigh,$ 175.449
stock-2011-07-01fslr,low,$ 129.1109
stock-2011-07-01fslr,percent_change,0.6%
stock-2011-07-01fslr,open,$ 130.66
stock-2011-07-01gild,high,$ 41.97
stock-2011-07-01gild,flat_change,0.54
stock-2011-07-01gild,last,$ 41.95
stock-2011-07-01gild,wklow,$ 31.73
stock-2011-07-01gild,prev_close,$ 41.41
stock-2011-07-01gild,volume,6-135-825
stock-2011-07-01gild,wkhigh,$ 42.93
stock-2011-07-01gild,low,$ 41.38
stock-2011-07-01gild,percent_change,1.3%
stock-2011-07-01gild,open,$ 41.44
stock-2011-07-01gmcr,high,$ 90.94
stock-2011-07-01gmcr,flat_change,1.09
stock-2011-07-01gmcr,last,$ 90.35
stock-2011-07-01gmcr,wklow,$ 24.84
stock-2011-07-01gmcr,prev_close,$ 89.26
stock-2011-07-01gmcr,volume,1-174-196
stock-2011-07-01gmcr,wkhigh,$ 90.01
stock-2011-07-01gmcr,low,$ 89.16
stock-2011-07-01gmcr,percent_change,1.22%
stock-2011-07-01gmcr,open,$ 89.61
stock-2011-07-01goog,high,$ 521.18
stock-2011-07-01goog,flat_change,14.648
stock-2011-07-01goog,last,$ 521.028
stock-2011-07-01goog,wklow,$ 433.63
stock-2011-07-01goog,prev_close,$ 506.38
stock-2011-07-01goog,volume,3-594-065
stock-2011-07-01goog,wkhigh,$ 642.96
stock-2011-07-01goog,low,$ 506.38
stock-2011-07-01goog,percent_change,2.89%
stock-2011-07-01goog,open,$ 506.74
stock-2011-07-01grmn,high,$ 33.72
stock-2011-07-01grmn,flat_change,0.55
stock-2011-07-01grmn,last,$ 33.58
stock-2011-07-01grmn,wklow,$ 26.11
stock-2011-07-01grmn,prev_close,$ 33.03
stock-2011-07-01grmn,volume,1-253-241
stock-2011-07-01grmn,wkhigh,$ 36.42
stock-2011-07-01grmn,low,$ 33.05
stock-2011-07-01grmn,percent_change,1.67%
stock-2011-07-01grmn,open,$ 33.12
stock-2011-07-01hsic,high,$ 73.01
stock-2011-07-01hsic,flat_change,1.35
stock-2011-07-01hsic,last,$ 72.94
stock-2011-07-01hsic,wklow,$ 50.96
stock-2011-07-01hsic,prev_close,$ 71.59
stock-2011-07-01hsic,volume,388-970
stock-2011-07-01hsic,wkhigh,$ 74.48
stock-2011-07-01hsic,low,$ 71.28
stock-2011-07-01hsic,percent_change,1.89%
stock-2011-07-01hsic,open,$ 71.73
stock-2011-07-01ilmn,high,$ 76.39
stock-2011-07-01ilmn,flat_change,0.86
stock-2011-07-01ilmn,last,$ 76.01
stock-2011-07-01ilmn,wklow,$ 41.155
stock-2011-07-01ilmn,prev_close,$ 75.15
stock-2011-07-01ilmn,volume,1-127-564
stock-2011-07-01ilmn,wkhigh,$ 76.81
stock-2011-07-01ilmn,low,$ 74.85
stock-2011-07-01ilmn,percent_change,1.14%
stock-2011-07-01ilmn,open,$ 75.16
stock-2011-07-01infy,high,$ 66.14
stock-2011-07-01infy,flat_change,0.84
stock-2011-07-01infy,last,$ 66.07
stock-2011-07-01infy,wklow,$ 56.73
stock-2011-07-01infy,prev_close,$ 65.23
stock-2011-07-01infy,volume,1-123-894
stock-2011-07-01infy,wkhigh,$ 77.92
stock-2011-07-01infy,low,$ 65.26
stock-2011-07-01infy,percent_change,1.29%
stock-2011-07-01infy,open,$ 65.60
stock-2011-07-01intc,high,$ 22.58
stock-2011-07-01intc,flat_change,0.37
stock-2011-07-01intc,last,$ 22.53
stock-2011-07-01intc,wklow,$ 17.60
stock-2011-07-01intc,prev_close,$ 22.16
stock-2011-07-01intc,volume,35-364-863
stock-2011-07-01intc,wkhigh,$ 23.96
stock-2011-07-01intc,low,$ 22.10
stock-2011-07-01intc,percent_change,1.67%
stock-2011-07-01intc,open,$ 22.25
stock-2011-07-01intu,high,$ 52.37
stock-2011-07-01intu,flat_change,0.38
stock-2011-07-01intu,last,$ 52.24
stock-2011-07-01intu,wklow,$ 34
stock-2011-07-01intu,prev_close,$ 51.86
stock-2011-07-01intu,volume,1-561-430
stock-2011-07-01intu,wkhigh,$ 56.46
stock-2011-07-01intu,low,$ 51.63
stock-2011-07-01intu,percent_change,0.73%
stock-2011-07-01intu,open,$ 51.97
stock-2011-07-01isrg,high,$ 379.40
stock-2011-07-01isrg,flat_change,6.54
stock-2011-07-01isrg,last,$ 378.65
stock-2011-07-01isrg,wklow,$ 246.05
stock-2011-07-01isrg,prev_close,$ 372.11
stock-2011-07-01isrg,volume,228-489
stock-2011-07-01isrg,wkhigh,$ 377.84
stock-2011-07-01isrg,low,$ 371.44
stock-2011-07-01isrg,percent_change,1.76%
stock-2011-07-01isrg,open,$ 373.25
stock-2011-07-01joyg,high,$ 97.53
stock-2011-07-01joyg,flat_change,1.9
stock-2011-07-01joyg,last,$ 97.14
stock-2011-07-01joyg,wklow,$ 48.05
stock-2011-07-01joyg,prev_close,$ 95.24
stock-2011-07-01joyg,volume,1-967-331
stock-2011-07-01joyg,wkhigh,$ 103.44
stock-2011-07-01joyg,low,$ 93.69
stock-2011-07-01joyg,percent_change,1.99%
stock-2011-07-01joyg,open,$ 94.68
stock-2011-07-01klac,high,$ 41.631
stock-2011-07-01klac,flat_change,0.97
stock-2011-07-01klac,last,$ 41.45
stock-2011-07-01klac,wklow,$ 26.69
stock-2011-07-01klac,prev_close,$ 40.48
stock-2011-07-01klac,volume,1-731-795
stock-2011-07-01klac,wkhigh,$ 51.83
stock-2011-07-01klac,low,$ 40.21
stock-2011-07-01klac,percent_change,2.4%
stock-2011-07-01klac,open,$ 40.53
stock-2011-07-01life,high,$ 52.61
stock-2011-07-01life,flat_change,0.26
stock-2011-07-01life,last,$ 52.33
stock-2011-07-01life,wklow,$ 41.10
stock-2011-07-01life,prev_close,$ 52.07
stock-2011-07-01life,volume,2-310-985
stock-2011-07-01life,wkhigh,$ 57.25
stock-2011-07-01life,low,$ 51.83
stock-2011-07-01life,percent_change,0.5%
stock-2011-07-01life,open,$ 52.24
stock-2011-07-01linta,high,$ 17.24
stock-2011-07-01linta,flat_change,0.42
stock-2011-07-01linta,last,$ 17.19
stock-2011-07-01linta,wklow,$ 10.075
stock-2011-07-01linta,prev_close,$ 16.77
stock-2011-07-01linta,volume,3-342-206
stock-2011-07-01linta,wkhigh,$ 18.645
stock-2011-07-01linta,low,$ 16.70
stock-2011-07-01linta,percent_change,2.5%
stock-2011-07-01linta,open,$ 16.78
stock-2011-07-01lltc,high,$ 33.54
stock-2011-07-01lltc,flat_change,0.41
stock-2011-07-01lltc,last,$ 33.43
stock-2011-07-01lltc,wklow,$ 27.03
stock-2011-07-01lltc,prev_close,$ 33.02
stock-2011-07-01lltc,volume,2-109-369
stock-2011-07-01lltc,wkhigh,$ 36.14
stock-2011-07-01lltc,low,$ 32.97
stock-2011-07-01lltc,percent_change,1.24%
stock-2011-07-01lltc,open,$ 33.09
stock-2011-07-01lrcx,high,$ 45.65
stock-2011-07-01lrcx,flat_change,0.99
stock-2011-07-01lrcx,last,$ 45.27
stock-2011-07-01lrcx,wklow,$ 35.39
stock-2011-07-01lrcx,prev_close,$ 44.28
stock-2011-07-01lrcx,volume,1-518-071
stock-2011-07-01lrcx,wkhigh,$ 59.10
stock-2011-07-01lrcx,low,$ 43.8992
stock-2011-07-01lrcx,percent_change,2.24%
stock-2011-07-01lrcx,open,$ 44.32
stock-2011-07-01mat,high,$ 28
stock-2011-07-01mat,flat_change,0.5
stock-2011-07-01mat,last,$ 27.99
stock-2011-07-01mat,wklow,$ 20.57
stock-2011-07-01mat,prev_close,$ 27.49
stock-2011-07-01mat,volume,2-211-845
stock-2011-07-01mat,wkhigh,$ 27.73
stock-2011-07-01mat,low,$ 27.49
stock-2011-07-01mat,percent_change,1.82%
stock-2011-07-01mat,open,$ 27.55
stock-2011-07-01mchp,high,$ 38.49
stock-2011-07-01mchp,flat_change,0.44
stock-2011-07-01mchp,last,$ 38.35
stock-2011-07-01mchp,wklow,$ 27.19
stock-2011-07-01mchp,prev_close,$ 37.91
stock-2011-07-01mchp,volume,1-383-356
stock-2011-07-01mchp,wkhigh,$ 41.50
stock-2011-07-01mchp,low,$ 37.76
stock-2011-07-01mchp,percent_change,1.16%
stock-2011-07-01mchp,open,$ 37.98
stock-2011-07-01mrvl,high,$ 15.20
stock-2011-07-01mrvl,flat_change,0.345
stock-2011-07-01mrvl,last,$ 15.11
stock-2011-07-01mrvl,wklow,$ 13.17
stock-2011-07-01mrvl,prev_close,$ 14.765
stock-2011-07-01mrvl,volume,9-688-961
stock-2011-07-01mrvl,wkhigh,$ 22.01
stock-2011-07-01mrvl,low,$ 14.70
stock-2011-07-01mrvl,percent_change,2.34%
stock-2011-07-01mrvl,open,$ 14.79
stock-2011-07-01msft,high,$ 26.17
stock-2011-07-01msft,flat_change,0.02
stock-2011-07-01msft,last,$ 26.02
stock-2011-07-01msft,wklow,$ 22.73
stock-2011-07-01msft,prev_close,$ 26
stock-2011-07-01msft,volume,49-590-671
